,image_name,mean,std,dynamic_range,blur_score,contrast,entropy,estimated_noise_level,local_variance_mean,local_variance_std,mean_rank,std_rank,dynamic_range_rank,blur_score_rank,contrast_rank,entropy_rank,estimated_noise_level_rank,local_variance_mean_rank,local_variance_std_rank,mean_zscore,std_zscore,dynamic_range_zscore,blur_score_zscore,contrast_zscore,entropy_zscore,estimated_noise_level_zscore,local_variance_mean_zscore,local_variance_std_zscore
0,pexels-gsn-travel-28359700.jpg,84.50374094645183,83.53690437077968,255.0,1409.7590176830417,255,6.2012653,37.54675775194234,203.50385160522458,329.3044584183912,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,1.3792670715752318,1.4627122854947334,0.5773502691896258,1.1135037984178286,0.5773502691896258,0.8473812,1.0404038403881815,0.7144953787887797,-0.4873104029506546
1,pexels-mutecevvil-15889935.jpg,57.399757385253906,63.36995180622714,242.0,571.3983637714846,239,5.9047337,23.903940339857876,115.41104940917965,235.45905080143467,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.18923935149912358,0.1722095512827782,-1.7320508075688774,-1.5959204885135736,-1.7320508075688774,0.4475983,-1.6322784870545666,-1.6322870864203156,-1.3918767691725722
2,pexels-ahmetyuksek-29912747.jpg,20.54013951619466,40.13497818275675,255.0,1071.7822607896378,255,4.306951,32.73808578383345,177.03888277221677,495.240139254848,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,-1.4291193269052134,-1.3146188078583791,0.5773502691896258,0.021226352818738095,0.5773502691896258,-1.7065263,0.09836582877850143,0.00947154878968836,1.1121267954410614
3,pexels-gsn-travel-28432002.jpg,49.91498565673828,55.673356069494666,255.0,1207.9176366652682,255,5.8779917,34.755109504435005,210.77958689941408,459.4407773367117,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,-0.13938709616914277,-0.32030302891913387,0.5773502691896258,0.4611903372770068,0.5773502691896258,0.41154486,0.49350881788788514,0.908320158841848,0.7670603766821671
